track id, genre, amazement, solemnity, tenderness, nostalgia, calmness, power, joyful_activation, tension, sadness, mood, liked, disliked
128,rock,5,2,0,5,1,4,9,2,1,56,6,4
129,rock,4,2,2,1,2,6,8,2,0,45,6,1
130,rock,5,6,0,1,2,6,3,6,2,48,3,1
131,rock,0,2,2,4,1,2,0,5,12,47,1,4
132,rock,2,0,3,5,2,1,6,2,3,50,2,7
133,rock,1,3,4,5,9,2,0,0,5,43,6,2
134,rock,0,3,6,4,5,2,1,2,4,44,4,2
135,rock,1,1,4,2,6,3,3,4,3,49,7,4
136,rock,1,2,1,3,1,7,5,6,1,50,2,3
137,rock,2,0,1,2,0,7,7,5,1,43,5,2
138,rock,2,0,0,1,2,7,9,2,1,47,6,0
139,rock,3,2,1,4,0,10,1,5,5,48,6,3
140,rock,4,0,1,3,1,6,8,3,0,47,6,3
141,rock,2,2,0,4,1,3,1,3,7,48,5,3
142,rock,0,3,2,3,5,2,0,5,7,48,8,5
143,rock,2,3,2,3,8,3,4,2,2,47,2,4
144,rock,4,1,0,0,2,4,9,6,0,55,4,4
145,rock,0,0,3,8,9,1,0,1,5,49,5,2
146,rock,3,4,4,5,4,2,3,1,5,49,10,1
147,rock,2,1,2,7,6,2,4,2,4,44,8,2
148,rock,5,0,1,4,3,3,5,3,1,46,5,3
149,rock,1,1,5,7,9,0,0,1,4,44,5,4
150,rock,2,7,2,3,4,2,1,4,3,44,6,2
151,rock,0,0,4,6,3,5,6,1,3,46,6,2
152,rock,1,4,0,5,0,11,2,5,4,43,4,4
153,rock,1,1,0,10,5,1,2,0,7,46,4,3
154,rock,2,2,1,5,5,1,5,2,4,43,4,6
155,rock,0,5,1,5,4,3,3,2,2,45,6,7
156,rock,3,0,0,0,1,6,14,1,0,46,11,1
157,rock,2,3,2,3,3,1,3,4,4,44,6,4
158,rock,6,5,1,5,6,3,5,2,3,45,10,3
159,rock,3,0,4,6,4,1,2,4,0,44,4,6
160,rock,0,2,3,2,2,1,4,7,2,41,3,7
161,rock,0,2,1,1,2,3,0,13,2,52,6,3
162,rock,0,1,0,3,0,9,7,5,1,51,2,6
163,rock,1,1,4,7,2,5,3,3,2,53,4,2
164,rock,2,2,6,6,4,1,2,1,5,50,6,3
165,rock,0,2,10,6,8,0,0,0,3,51,6,3
166,rock,3,1,3,9,3,3,4,2,2,46,6,3
167,rock,2,1,2,3,2,1,4,2,2,48,7,1
168,rock,2,0,2,9,5,0,1,2,4,45,3,4
169,rock,4,1,0,1,0,6,9,3,0,44,5,6
170,rock,3,2,5,7,4,0,1,0,4,42,6,1
171,rock,0,3,0,2,2,6,4,8,2,41,5,3
172,rock,4,2,5,8,5,1,3,1,0,44,8,1
173,rock,4,2,1,6,7,5,9,3,0,48,8,2
174,rock,2,1,0,2,0,9,4,5,3,43,4,4
175,rock,2,2,5,8,5,2,2,0,3,43,8,2
176,rock,0,0,6,7,7,0,1,1,22,126,3,3
177,rock,0,1,6,6,8,3,3,1,3,49,6,3
178,rock,4,2,5,4,8,1,2,2,0,52,5,4
179,rock,2,2,0,3,1,0,10,4,1,51,6,2
180,rock,2,2,2,1,4,4,1,4,6,45,7,3
181,rock,1,1,4,1,4,4,8,3,0,52,5,6
182,rock,1,1,8,5,8,0,0,0,4,52,5,3
183,rock,1,1,5,6,7,0,1,0,5,53,5,4
184,rock,2,1,4,5,8,0,2,3,0,48,9,2
185,rock,0,1,0,0,2,6,6,6,1,44,9,5
186,rock,3,1,4,4,2,4,3,2,3,45,6,3
187,rock,0,5,3,5,6,1,0,2,5,46,3,3
188,rock,1,0,7,8,3,1,2,3,7,51,3,2
189,rock,2,1,8,1,4,2,7,3,2,48,7,3
190,rock,0,2,6,8,7,1,0,2,6,45,6,2
191,rock,2,3,6,6,6,1,2,1,2,51,5,2
192,rock,0,2,6,6,6,2,3,2,2,50,5,3
193,rock,0,2,6,7,6,0,0,1,8,48,4,3
194,rock,2,1,4,4,5,3,6,0,5,56,8,4
195,rock,0,2,7,9,9,0,0,0,6,56,6,3
196,rock,3,2,0,7,6,1,4,2,4,49,5,4
197,rock,2,2,1,2,1,4,6,3,1,44,7,3
198,rock,3,0,1,2,1,6,10,0,0,48,8,3
199,rock,5,2,1,3,0,9,4,1,1,44,7,2
200,rock,3,0,4,3,2,1,3,1,1,46,6,3
201,electronic,6,7,0,1,8,15,19,32,3,174,11,27
202,electronic,8,9,3,5,26,4,26,10,0,177,20,15
203,electronic,5,21,1,3,5,22,1,24,9,160,12,10
204,electronic,4,15,0,4,3,27,2,31,5,182,18,12
205,electronic,12,10,14,13,30,2,3,3,5,135,19,5
206,electronic,4,7,1,1,4,18,30,25,2,164,15,19
207,electronic,6,8,1,6,11,6,19,33,3,203,17,17
208,electronic,6,16,7,8,22,8,5,15,5,167,15,12
209,electronic,6,5,0,3,3,18,29,28,1,188,14,20
210,electronic,5,17,4,7,15,15,2,20,6,159,24,9
211,electronic,4,7,4,2,12,11,14,35,7,200,15,32
212,electronic,6,10,2,7,12,19,20,17,0,184,20,14
213,electronic,8,6,4,9,18,8,21,10,6,202,23,15
214,electronic,8,4,3,9,9,9,30,16,4,197,15,21
215,electronic,12,6,2,6,15,10,26,13,2,200,21,13
216,electronic,5,5,5,5,7,10,21,18,2,153,10,13
217,electronic,1,6,10,16,26,1,0,2,10,116,13,2
218,electronic,6,7,2,2,16,3,5,9,2,100,9,3
219,electronic,2,3,3,0,6,2,1,2,5,47,4,2
220,electronic,9,2,4,5,10,3,5,5,2,88,15,3
221,electronic,2,12,1,1,2,10,1,7,3,75,7,4
222,electronic,2,0,0,0,0,7,7,13,2,78,8,8
223,electronic,2,0,0,0,1,3,7,4,1,39,5,4
224,electronic,1,3,3,1,8,0,3,1,1,40,4,2
225,electronic,0,4,0,0,6,3,0,12,4,68,2,9
226,electronic,0,7,1,5,6,2,0,1,5,46,5,3
227,electronic,2,2,1,2,7,1,1,1,0,39,3,1
228,electronic,1,1,0,1,0,10,6,1,0,37,3,2
229,electronic,2,1,0,0,0,3,3,8,1,39,2,3
230,electronic,1,1,0,1,2,5,6,4,3,44,5,3
231,electronic,1,2,0,0,2,5,2,4,1,44,4,4
232,electronic,3,3,3,1,4,5,0,3,0,41,3,4
233,electronic,0,4,0,0,0,3,1,7,0,40,3,5
234,electronic,0,4,1,0,3,3,2,5,2,39,1,1
235,electronic,1,3,1,2,4,3,2,2,2,38,0,3
236,electronic,0,2,0,1,0,4,6,4,1,36,3,4
237,electronic,0,5,1,2,5,1,0,5,1,34,3,2
238,electronic,1,3,2,5,7,1,0,5,4,30,3,1
239,electronic,1,3,1,0,0,2,4,5,1,32,4,4
240,electronic,1,4,0,1,4,0,0,7,0,40,3,3
241,electronic,1,7,1,1,6,3,2,1,1,45,5,0
242,electronic,0,5,0,8,6,1,1,2,3,36,5,1
243,electronic,0,2,0,2,0,6,2,5,2,36,2,4
244,electronic,0,5,0,1,3,2,0,4,5,40,1,2
245,electronic,0,6,1,1,2,3,0,8,3,39,3,2
246,electronic,1,4,0,3,3,4,3,4,2,37,3,3
247,electronic,3,5,0,2,6,2,0,4,2,38,5,1
248,electronic,1,3,0,0,1,11,2,6,1,38,3,3
249,electronic,1,6,4,4,7,1,1,0,0,34,7,1
250,electronic,0,2,1,0,0,6,7,6,0,35,2,2
251,electronic,4,4,1,1,0,6,4,3,4,38,4,3
252,electronic,1,4,2,4,3,2,0,3,6,38,5,2
253,electronic,2,3,1,1,2,2,3,6,1,38,5,0
254,electronic,2,5,0,0,3,3,6,8,1,39,3,1
255,electronic,1,2,0,1,2,6,7,7,1,44,3,4
256,electronic,2,0,1,0,1,5,1,8,3,35,2,3
257,electronic,3,1,0,3,1,0,5,3,1,37,3,4
258,electronic,1,2,1,2,5,0,1,3,0,39,3,3
259,electronic,0,1,3,0,6,2,5,3,1,39,4,4
260,electronic,4,4,1,1,0,7,1,9,1,44,6,2
261,electronic,2,5,1,2,3,1,0,8,3,47,3,3
262,electronic,0,2,0,0,1,1,0,9,4,37,2,4
263,electronic,2,3,1,2,5,0,0,5,6,43,2,5
264,electronic,2,1,0,0,1,4,6,6,0,42,2,2
265,electronic,2,5,2,3,5,3,1,3,2,39,3,3
266,electronic,2,3,1,2,1,4,4,7,2,41,6,2
267,electronic,1,5,2,3,5,2,0,4,4,39,5,0
268,electronic,1,1,0,1,0,2,5,6,0,41,2,5
269,electronic,3,1,0,1,1,3,8,1,0,40,4,0
270,electronic,1,2,2,3,8,0,1,1,1,40,1,4
271,electronic,0,1,0,2,0,5,5,5,2,36,2,5
272,electronic,1,1,0,1,1,1,7,4,0,35,3,3
273,electronic,1,5,1,0,0,7,6,2,1,36,5,1
274,electronic,2,2,2,1,7,0,1,3,1,33,2,4
275,electronic,2,4,0,2,1,3,0,6,2,40,5,3
276,electronic,0,2,0,2,0,3,7,5,1,45,4,3
277,electronic,1,3,0,0,0,6,5,5,0,37,4,3
278,electronic,1,1,0,4,0,3,6,1,0,38,2,3
279,electronic,0,6,0,4,5,2,0,5,2,37,6,2
280,electronic,1,4,0,3,3,3,2,4,0,36,5,2
281,electronic,3,0,0,0,3,4,8,3,0,39,2,3
282,electronic,3,3,0,2,2,3,5,5,0,38,3,3
283,electronic,1,7,2,2,9,1,1,5,1,41,4,3
284,electronic,1,4,1,0,6,0,3,3,0,34,4,3
285,electronic,1,4,0,5,6,1,2,2,3,38,4,1
286,electronic,0,2,0,1,2,4,3,7,1,38,2,3
287,electronic,2,1,2,1,5,2,6,1,1,38,2,4
288,electronic,3,5,0,3,7,1,5,2,1,37,5,2
289,electronic,2,6,1,1,6,2,2,1,5,41,6,1
290,electronic,1,2,0,3,5,5,4,4,0,40,6,4
291,electronic,0,6,2,3,6,2,1,3,1,36,6,3
292,electronic,2,2,0,0,3,4,6,4,0,30,4,4
293,electronic,1,2,1,1,1,7,4,4,0,31,5,3
294,electronic,3,2,2,1,4,1,2,1,1,40,3,3
295,electronic,1,2,1,2,6,0,0,2,3,39,6,1
296,electronic,0,1,3,3,5,2,6,3,1,41,5,1
297,electronic,0,5,0,0,2,5,1,4,4,39,3,2
298,electronic,2,2,1,2,4,2,6,1,3,35,5,3
299,electronic,1,6,1,1,3,1,1,4,3,38,4,3
300,electronic,1,0,1,1,1,5,5,4,1,37,4,5
301,pop,13,1,22,21,15,2,17,7,5,189,17,16
302,pop,3,5,19,16,22,1,14,4,6,162,18,11
303,pop,1,11,14,15,16,0,0,15,21,186,12,18
304,pop,10,17,6,10,8,13,4,13,12,155,13,23
305,pop,7,4,15,25,16,1,16,4,5,176,19,17
306,pop,6,3,20,21,12,2,11,5,12,156,16,12
307,pop,2,8,17,22,19,1,1,2,19,148,19,9
308,pop,0,6,22,19,24,0,0,4,16,176,11,22
309,pop,2,13,5,19,20,4,2,7,19,153,11,16
310,pop,6,2,28,24,13,0,5,2,12,148,21,6
311,pop,2,6,8,16,22,8,4,10,15,159,17,15
312,pop,4,10,7,19,15,8,4,6,20,179,21,20
313,pop,8,4,3,5,2,18,27,20,5,197,9,32
314,pop,4,6,12,19,31,2,4,4,8,175,18,6
315,pop,2,5,13,21,24,2,4,7,12,152,15,7
316,pop,3,9,11,11,18,5,8,6,3,148,17,8
317,pop,1,9,14,9,24,1,2,2,9,128,15,8
318,pop,3,9,4,3,3,10,8,8,5,100,15,6
319,pop,1,5,1,1,4,1,0,12,5,64,5,7
320,pop,2,11,4,5,10,2,1,2,5,66,7,5
321,pop,4,0,1,1,1,9,7,3,2,52,8,2
322,pop,0,3,2,6,9,1,0,1,4,45,5,2
323,pop,0,0,1,5,7,1,4,5,2,41,6,3
324,pop,1,2,4,6,4,0,0,2,5,42,5,2
325,pop,0,2,5,7,6,0,0,1,6,45,6,1
326,pop,1,0,3,2,6,0,0,5,5,45,5,3
327,pop,1,0,7,4,7,0,0,0,4,38,8,2
328,pop,2,2,0,2,0,2,10,6,0,53,3,5
329,pop,1,0,1,8,2,2,3,2,5,35,3,6
330,pop,3,1,7,4,5,0,2,1,1,39,4,4
331,pop,0,3,1,5,2,3,0,5,7,37,6,4
332,pop,1,1,7,5,2,0,3,1,4,35,2,2
333,pop,0,0,5,5,7,0,0,1,5,41,3,1
334,pop,1,2,4,5,3,3,2,1,1,40,3,1
335,pop,2,3,0,1,0,5,6,1,0,42,4,2
336,pop,2,1,1,1,0,4,9,3,0,49,3,4
337,pop,0,3,2,7,4,0,1,2,1,35,2,3
338,pop,1,2,2,7,7,2,2,0,3,44,5,2
339,pop,0,4,0,4,4,1,0,7,3,41,0,6
340,pop,1,6,1,0,5,2,1,7,1,41,1,7
341,pop,2,1,4,7,1,1,4,0,4,34,3,4
342,pop,1,0,3,4,7,0,0,1,4,39,3,4
343,pop,0,1,0,2,0,6,5,4,2,35,4,3
344,pop,0,1,0,1,2,2,5,6,1,37,3,5
345,pop,1,0,2,4,6,2,3,3,2,47,4,6
346,pop,1,5,0,1,4,3,1,2,3,41,6,2
347,pop,1,2,3,2,6,2,4,3,0,49,7,4
348,pop,1,2,3,3,1,1,0,5,2,52,3,3
349,pop,2,0,0,2,1,3,4,7,0,44,3,4
350,pop,1,0,7,6,5,0,0,0,3,39,7,1
351,pop,0,1,6,8,5,0,0,0,4,39,4,3
352,pop,2,3,7,4,5,1,0,1,3,42,3,4
353,pop,0,2,5,5,6,0,1,3,4,43,6,3
354,pop,2,3,2,6,11,0,1,0,1,35,5,0
355,pop,3,2,6,4,3,1,2,1,2,38,3,3
356,pop,2,2,5,4,7,2,6,2,3,41,7,3
357,pop,6,3,3,5,7,1,2,0,1,42,4,1
358,pop,3,4,0,1,1,5,8,6,2,42,4,3
359,pop,0,3,5,3,2,1,1,1,6,45,4,3
360,pop,2,5,2,0,7,0,1,6,4,42,5,2
361,pop,1,3,3,1,2,2,2,6,5,38,1,5
362,pop,2,1,0,1,0,8,9,0,0,40,6,1
363,pop,4,0,1,6,4,1,5,1,1,40,4,2
364,pop,1,1,3,4,6,0,0,3,6,37,4,4
365,pop,2,3,5,3,5,0,1,1,4,47,3,5
366,pop,0,1,5,7,1,0,0,2,5,40,6,2
367,pop,2,4,0,2,0,4,0,6,7,42,1,2
368,pop,1,1,6,3,4,1,10,0,0,41,7,0
369,pop,1,3,4,4,9,0,5,1,2,44,6,0
370,pop,1,1,2,25,6,0,0,0,24,129,4,1
371,pop,1,1,0,0,0,8,7,6,0,37,1,5
372,pop,1,2,6,4,6,0,3,0,3,37,4,0
373,pop,0,0,5,6,7,0,3,2,0,36,7,2
374,pop,2,1,5,7,5,0,1,1,5,41,7,2
375,pop,2,2,1,4,5,2,7,1,1,39,6,2
376,pop,2,1,9,5,5,0,1,0,1,38,5,0
377,pop,3,0,3,5,2,6,6,1,1,39,4,2
378,pop,1,0,1,4,3,1,9,0,0,31,8,0
379,pop,2,0,1,3,1,2,7,3,2,37,3,1
380,pop,2,2,0,2,1,1,4,4,3,37,2,3
381,pop,1,0,4,5,9,0,0,2,2,44,5,2
382,pop,3,0,0,7,1,6,4,3,0,34,6,1
383,pop,4,1,7,2,0,3,10,0,0,36,6,2
384,pop,2,0,3,3,4,2,4,1,1,37,1,5
385,pop,4,1,1,1,2,3,7,2,1,42,5,1
386,pop,4,1,1,2,2,2,1,4,2,32,6,0
387,pop,1,0,0,2,0,6,5,7,1,43,4,3
388,pop,5,2,4,4,1,0,6,2,0,40,6,0
389,pop,2,1,6,3,4,0,3,1,4,40,3,6
390,pop,2,0,2,5,1,3,5,2,1,39,3,4
391,pop,3,0,2,2,0,3,9,2,1,34,3,3
392,pop,1,0,7,5,8,0,1,0,4,35,6,1
393,pop,2,6,3,4,6,0,2,4,2,42,3,5
394,pop,3,1,0,3,0,7,7,5,3,45,4,3
395,pop,6,0,2,2,1,1,9,1,0,47,7,2
396,pop,3,2,3,6,4,0,2,1,2,45,4,2
397,pop,1,1,1,2,2,4,0,4,6,42,2,3
398,pop,3,0,0,4,3,2,7,3,2,43,5,3
399,pop,4,1,7,7,8,1,2,0,3,45,5,2
400,pop,3,2,1,4,1,0,3,6,5,37,1,4
