track id, genre, amazement, solemnity, tenderness, nostalgia, calmness, power, joyful_activation, tension, sadness, mood, liked, disliked
98,classical,0,1,0,1,1,0,0,0,1,51,10,1
99,classical,0,0,1,0,1,0,0,0,0,52,9,3
100,classical,0,1,0,0,0,1,0,1,0,54,12,0
101,rock,0,1,0,1,0,1,1,1,1,180,17,20
102,rock,0,0,1,1,1,0,1,0,0,187,16,15
103,rock,0,0,0,0,0,1,1,1,0,179,18,13
104,rock,0,1,1,1,1,0,0,0,0,166,13,13
105,rock,0,1,0,1,0,1,0,1,1,158,15,11
106,rock,0,0,1,1,1,0,0,0,1,153,15,13
107,rock,1,1,0,1,1,0,1,0,0,143,18,14
108,rock,0,1,0,1,1,1,0,1,0,126,15,10
109,rock,0,0,0,0,0,1,1,1,0,154,21,13
110,rock,0,0,0,0,0,1,0,1,1,154,16,15
111,rock,1,0,0,0,0,1,1,0,0,169,24,8
112,rock,0,1,0,1,1,1,0,1,0,182,10,20
113,rock,0,0,1,1,1,0,0,0,1,154,21,9
114,rock,0,1,0,1,0,1,0,1,1,179,18,16
115,rock,0,1,0,1,0,1,0,1,1,161,19,10
116,rock,0,0,1,1,1,1,1,0,0,177,22,15
117,rock,0,0,1,1,1,0,0,0,1,164,17,11
118,rock,0,0,1,1,1,0,0,0,0,138,18,6
119,rock,1,0,0,0,0,1,1,1,0,86,9,8
120,rock,0,0,1,1,0,1,0,0,0,92,9,5
121,rock,0,0,0,0,0,1,0,1,0,67,5,7
122,rock,0,0,1,1,1,0,0,0,0,65,7,6
123,rock,0,0,0,0,0,0,1,0,0,61,5,6
124,rock,0,0,0,0,0,0,0,0,1,60,3,7
125,rock,0,0,0,0,0,0,1,0,0,53,2,6
126,rock,0,0,0,0,0,0,1,0,0,55,4,5
127,rock,0,0,0,0,0,0,1,1,0,55,2,6
128,rock,1,0,0,1,0,0,1,0,0,56,6,4
129,rock,0,0,0,0,0,1,1,0,0,45,6,1
130,rock,1,1,0,0,0,1,0,1,0,48,3,1
131,rock,0,0,0,0,0,0,0,1,1,47,1,4
132,rock,0,0,0,1,0,0,1,0,0,50,2,7
133,rock,0,0,0,1,1,0,0,0,1,43,6,2
134,rock,0,0,1,0,1,0,0,0,0,44,4,2
135,rock,0,0,0,0,1,0,0,0,0,49,7,4
136,rock,0,0,0,0,0,1,1,1,0,50,2,3
137,rock,0,0,0,0,0,1,1,1,0,43,5,2
138,rock,0,0,0,0,0,1,1,0,0,47,6,0
139,rock,0,0,0,0,0,1,0,1,1,48,6,3
140,rock,0,0,0,0,0,1,1,0,0,47,6,3
141,rock,0,0,0,0,0,0,0,0,1,48,5,3
142,rock,0,0,0,0,1,0,0,1,1,48,8,5
143,rock,0,0,0,0,1,0,0,0,0,47,2,4
144,rock,0,0,0,0,0,0,1,1,0,55,4,4
145,rock,0,0,0,1,1,0,0,0,1,49,5,2
146,rock,0,0,0,1,0,0,0,0,1,49,10,1
147,rock,0,0,0,1,1,0,0,0,0,44,8,2
148,rock,1,0,0,0,0,0,1,0,0,46,5,3
149,rock,0,0,1,1,1,0,0,0,0,44,5,4
150,rock,0,1,0,0,0,0,0,0,0,44,6,2
151,rock,0,0,0,1,0,1,1,0,0,46,6,2
152,rock,0,0,0,1,0,1,0,1,0,43,4,4
153,rock,0,0,0,1,1,0,0,0,1,46,4,3
154,rock,0,0,0,1,1,0,1,0,0,43,4,6
155,rock,0,1,0,1,0,0,0,0,0,45,6,7
156,rock,0,0,0,0,0,1,1,0,0,46,11,1
157,rock,0,0,0,0,0,0,0,0,0,44,6,4
158,rock,1,1,0,1,1,0,1,0,0,45,10,3
159,rock,0,0,0,1,0,0,0,0,0,44,4,6
160,rock,0,0,0,0,0,0,0,1,0,41,3,7
161,rock,0,0,0,0,0,0,0,1,0,52,6,3
162,rock,0,0,0,0,0,1,1,1,0,51,2,6
163,rock,0,0,0,1,0,1,0,0,0,53,4,2
164,rock,0,0,1,1,0,0,0,0,1,50,6,3
165,rock,0,0,1,1,1,0,0,0,0,51,6,3
166,rock,0,0,0,1,0,0,0,0,0,46,6,3
167,rock,0,0,0,0,0,0,0,0,0,48,7,1
168,rock,0,0,0,1,1,0,0,0,0,45,3,4
169,rock,0,0,0,0,0,1,1,0,0,44,5,6
170,rock,0,0,1,1,0,0,0,0,0,42,6,1
171,rock,0,0,0,0,0,1,0,1,0,41,5,3
172,rock,0,0,1,1,1,0,0,0,0,44,8,1
173,rock,0,0,0,1,1,1,1,0,0,48,8,2
174,rock,0,0,0,0,0,1,0,1,0,43,4,4
175,rock,0,0,1,1,1,0,0,0,0,43,8,2
176,rock,0,0,0,0,0,0,0,0,1,126,3,3
177,rock,0,0,1,1,1,0,0,0,0,49,6,3
178,rock,0,0,1,0,1,0,0,0,0,52,5,4
179,rock,0,0,0,0,0,0,1,0,0,51,6,2
180,rock,0,0,0,0,0,0,0,0,1,45,7,3
181,rock,0,0,0,0,0,0,1,0,0,52,5,6
182,rock,0,0,1,1,1,0,0,0,0,52,5,3
183,rock,0,0,1,1,1,0,0,0,1,53,5,4
184,rock,0,0,0,1,1,0,0,0,0,48,9,2
185,rock,0,0,0,0,0,1,1,1,0,44,9,5
186,rock,0,0,0,0,0,0,0,0,0,45,6,3
187,rock,0,1,0,1,1,0,0,0,1,46,3,3
188,rock,0,0,1,1,0,0,0,0,1,51,3,2
189,rock,0,0,1,0,0,0,1,0,0,48,7,3
190,rock,0,0,1,1,1,0,0,0,1,45,6,2
191,rock,0,0,1,1,1,0,0,0,0,51,5,2
192,rock,0,0,1,1,1,0,0,0,0,50,5,3
193,rock,0,0,1,1,1,0,0,0,1,48,4,3
194,rock,0,0,0,0,1,0,1,0,1,56,8,4
195,rock,0,0,1,1,1,0,0,0,1,56,6,3
196,rock,0,0,0,1,1,0,0,0,0,49,5,4
197,rock,0,0,0,0,0,0,1,0,0,44,7,3
198,rock,0,0,0,0,0,1,1,0,0,48,8,3
199,rock,1,0,0,0,0,1,0,0,0,44,7,2
200,rock,0,0,0,0,0,0,0,0,0,46,6,3
201,electronic,0,0,0,0,0,1,1,1,0,174,11,27
202,electronic,0,0,0,0,1,0,1,1,0,177,20,15
203,electronic,0,1,0,0,0,1,0,1,0,160,12,10
204,electronic,0,1,0,0,0,1,0,1,0,182,18,12
205,electronic,1,1,1,1,1,0,0,0,0,135,19,5
206,electronic,0,0,0,0,0,1,1,1,0,164,15,19
207,electronic,0,0,0,0,1,0,1,1,0,203,17,17
208,electronic,0,1,0,0,1,0,0,1,0,167,15,12
209,electronic,0,0,0,0,0,1,1,1,0,188,14,20
210,electronic,0,1,0,0,1,1,0,1,0,159,24,9
211,electronic,0,0,0,0,1,1,1,1,0,200,15,32
212,electronic,0,1,0,0,1,1,1,1,0,184,20,14
213,electronic,0,0,0,0,1,0,1,1,0,202,23,15
214,electronic,0,0,0,0,0,0,1,1,0,197,15,21
215,electronic,1,0,0,0,1,1,1,1,0,200,21,13
216,electronic,0,0,0,0,0,1,1,1,0,153,10,13
217,electronic,0,0,1,1,1,0,0,0,1,116,13,2
218,electronic,0,0,0,0,1,0,0,0,0,100,9,3
219,electronic,0,0,0,0,1,0,0,0,1,47,4,2
220,electronic,1,0,0,1,1,0,1,1,0,88,15,3
221,electronic,0,1,0,0,0,1,0,1,0,75,7,4
222,electronic,0,0,0,0,0,1,1,1,0,78,8,8
223,electronic,0,0,0,0,0,0,1,0,0,39,5,4
224,electronic,0,0,0,0,1,0,0,0,0,40,4,2
225,electronic,0,0,0,0,1,0,0,1,0,68,2,9
226,electronic,0,1,0,1,1,0,0,0,1,46,5,3
227,electronic,0,0,0,0,1,0,0,0,0,39,3,1
228,electronic,0,0,0,0,0,1,1,0,0,37,3,2
229,electronic,0,0,0,0,0,0,0,1,0,39,2,3
230,electronic,0,0,0,0,0,1,1,0,0,44,5,3
231,electronic,0,0,0,0,0,1,0,0,0,44,4,4
232,electronic,0,0,0,0,0,1,0,0,0,41,3,4
233,electronic,0,0,0,0,0,0,0,1,0,40,3,5
234,electronic,0,0,0,0,0,0,0,1,0,39,1,1
235,electronic,0,0,0,0,0,0,0,0,0,38,0,3
236,electronic,0,0,0,0,0,0,1,0,0,36,3,4
237,electronic,0,1,0,0,1,0,0,1,0,34,3,2
238,electronic,0,0,0,1,1,0,0,1,0,30,3,1
239,electronic,0,0,0,0,0,0,0,1,0,32,4,4
240,electronic,0,0,0,0,0,0,0,1,0,40,3,3
241,electronic,0,1,0,0,1,0,0,0,0,45,5,0
242,electronic,0,1,0,1,1,0,0,0,0,36,5,1
243,electronic,0,0,0,0,0,1,0,1,0,36,2,4
244,electronic,0,1,0,0,0,0,0,0,1,40,1,2
245,electronic,0,1,0,0,0,0,0,1,0,39,3,2
246,electronic,0,0,0,0,0,0,0,0,0,37,3,3
247,electronic,0,1,0,0,1,0,0,0,0,38,5,1
248,electronic,0,0,0,0,0,1,0,1,0,38,3,3
249,electronic,0,1,0,0,1,0,0,0,0,34,7,1
250,electronic,0,0,0,0,0,1,1,1,0,35,2,2
251,electronic,0,0,0,0,0,1,0,0,0,38,4,3
252,electronic,0,0,0,0,0,0,0,0,1,38,5,2
253,electronic,0,0,0,0,0,0,0,1,0,38,5,0
254,electronic,0,1,0,0,0,0,1,1,0,39,3,1
255,electronic,0,0,0,0,0,1,1,1,0,44,3,4
256,electronic,0,0,0,0,0,1,0,1,0,35,2,3
257,electronic,0,0,0,0,0,0,1,0,0,37,3,4
258,electronic,0,0,0,0,1,0,0,0,0,39,3,3
259,electronic,0,0,0,0,1,0,1,0,0,39,4,4
260,electronic,0,0,0,0,0,1,0,1,0,44,6,2
261,electronic,0,1,0,0,0,0,0,1,0,47,3,3
262,electronic,0,0,0,0,0,0,0,1,0,37,2,4
263,electronic,0,0,0,0,1,0,0,1,1,43,2,5
264,electronic,0,0,0,0,0,0,1,1,0,42,2,2
265,electronic,0,1,0,0,1,0,0,0,0,39,3,3
266,electronic,0,0,0,0,0,0,0,1,0,41,6,2
267,electronic,0,1,0,0,1,0,0,0,0,39,5,0
268,electronic,0,0,0,0,0,0,1,1,0,41,2,5
269,electronic,0,0,0,0,0,0,1,0,0,40,4,0
270,electronic,0,0,0,0,1,0,0,0,0,40,1,4
271,electronic,0,0,0,0,0,1,1,1,0,36,2,5
272,electronic,0,0,0,0,0,0,1,0,0,35,3,3
273,electronic,0,1,0,0,0,1,1,0,0,36,5,1
274,electronic,0,0,0,0,1,0,0,0,0,33,2,4
275,electronic,0,0,0,0,0,0,0,1,0,40,5,3
276,electronic,0,0,0,0,0,0,1,1,0,45,4,3
277,electronic,0,0,0,0,0,1,1,1,0,37,4,3
278,electronic,0,0,0,0,0,0,1,0,0,38,2,3
279,electronic,0,1,0,0,1,0,0,1,0,37,6,2
280,electronic,0,0,0,0,0,0,0,0,0,36,5,2
281,electronic,0,0,0,0,0,0,1,0,0,39,2,3
282,electronic,0,0,0,0,0,0,1,1,0,38,3,3
283,electronic,0,1,0,0,1,0,0,1,0,41,4,3
284,electronic,0,0,0,0,1,0,0,0,0,34,4,3
285,electronic,0,0,0,1,1,0,0,0,0,38,4,1
286,electronic,0,0,0,0,0,0,0,1,0,38,2,3
287,electronic,0,0,0,0,1,0,1,0,0,38,2,4
288,electronic,0,1,0,0,1,0,1,0,0,37,5,2
289,electronic,0,1,0,0,1,0,0,0,1,41,6,1
290,electronic,0,0,0,0,1,1,0,0,0,40,6,4
291,electronic,0,1,0,0,1,0,0,0,0,36,6,3
292,electronic,0,0,0,0,0,0,1,0,0,30,4,4
293,electronic,0,0,0,0,0,1,0,0,0,31,5,3
294,electronic,0,0,0,0,0,0,0,0,0,40,3,3
295,electronic,0,0,0,0,1,0,0,0,0,39,6,1
296,electronic,0,0,0,0,1,0,1,0,0,41,5,1
297,electronic,0,1,0,0,0,1,0,0,0,39,3,2
298,electronic,0,0,0,0,0,0,1,0,0,35,5,3
299,electronic,0,1,0,0,0,0,0,0,0,38,4,3
300,electronic,0,0,0,0,0,1,1,0,0,37,4,5
301,pop,1,0,1,1,1,0,1,0,0,189,17,16
302,pop,0,0,1,1,1,0,1,0,0,162,18,11
303,pop,0,1,1,1,1,0,0,1,1,186,12,18
304,pop,1,1,0,1,0,1,0,1,1,155,13,23
305,pop,0,0,1,1,1,0,1,0,0,176,19,17
306,pop,0,0,1,1,1,0,1,0,1,156,16,12
307,pop,0,0,1,1,1,0,0,0,1,148,19,9
308,pop,0,0,1,1,1,0,0,0,1,176,11,22
309,pop,0,1,0,1,1,0,0,0,1,153,11,16
310,pop,0,0,1,1,1,0,0,0,1,148,21,6
311,pop,0,0,0,1,1,0,0,1,1,159,17,15
312,pop,0,1,0,1,1,0,0,0,1,179,21,20
313,pop,0,0,0,0,0,1,1,1,0,197,9,32
314,pop,0,0,1,1,1,0,0,0,0,175,18,6
315,pop,0,0,1,1,1,0,0,0,1,152,15,7
316,pop,0,0,1,1,1,0,0,0,0,148,17,8
317,pop,0,0,1,0,1,0,0,0,0,128,15,8
318,pop,0,0,0,0,0,1,0,0,0,100,15,6
319,pop,0,1,0,0,0,0,0,1,1,64,5,7
320,pop,0,1,0,1,1,0,0,0,1,66,7,5
321,pop,0,0,0,0,0,1,1,0,0,52,8,2
322,pop,0,0,0,1,1,0,0,0,0,45,5,2
323,pop,0,0,0,1,1,0,0,1,0,41,6,3
324,pop,0,0,0,1,0,0,0,0,1,42,5,2
325,pop,0,0,1,1,1,0,0,0,1,45,6,1
326,pop,0,0,0,0,1,0,0,1,1,45,5,3
327,pop,0,0,1,0,1,0,0,0,0,38,8,2
328,pop,0,0,0,0,0,0,1,1,0,53,3,5
329,pop,0,0,0,1,0,0,0,0,1,35,3,6
330,pop,0,0,1,0,1,0,0,0,0,39,4,4
331,pop,0,0,0,1,0,0,0,1,1,37,6,4
332,pop,0,0,1,1,0,0,0,0,0,35,2,2
333,pop,0,0,1,1,1,0,0,0,1,41,3,1
334,pop,0,0,0,1,0,0,0,0,0,40,3,1
335,pop,0,0,0,0,0,1,1,0,0,42,4,2
336,pop,0,0,0,0,0,0,1,0,0,49,3,4
337,pop,0,0,0,1,0,0,0,0,0,35,2,3
338,pop,0,0,0,1,1,0,0,0,0,44,5,2
339,pop,0,0,0,0,0,0,0,1,0,41,0,6
340,pop,0,1,0,0,1,0,0,1,0,41,1,7
341,pop,0,0,0,1,0,0,0,0,0,34,3,4
342,pop,0,0,0,0,1,0,0,0,0,39,3,4
343,pop,0,0,0,0,0,1,1,0,0,35,4,3
344,pop,0,0,0,0,0,0,1,1,0,37,3,5
345,pop,0,0,0,0,1,0,0,0,0,47,4,6
346,pop,0,1,0,0,0,0,0,0,0,41,6,2
347,pop,0,0,0,0,1,0,0,0,0,49,7,4
348,pop,0,0,0,0,0,0,0,1,0,52,3,3
349,pop,0,0,0,0,0,0,0,1,0,44,3,4
350,pop,0,0,1,1,1,0,0,0,0,39,7,1
351,pop,0,0,1,1,1,0,0,0,0,39,4,3
352,pop,0,0,1,0,1,0,0,0,0,42,3,4
353,pop,0,0,1,1,1,0,0,0,0,43,6,3
354,pop,0,0,0,1,1,0,0,0,0,35,5,0
355,pop,0,0,1,0,0,0,0,0,0,38,3,3
356,pop,0,0,1,0,1,0,1,0,0,41,7,3
357,pop,1,0,0,1,1,0,0,0,0,42,4,1
358,pop,0,0,0,0,0,1,1,1,0,42,4,3
359,pop,0,0,1,0,0,0,0,0,1,45,4,3
360,pop,0,1,0,0,1,0,0,1,0,42,5,2
361,pop,0,0,0,0,0,0,0,1,1,38,1,5
362,pop,0,0,0,0,0,1,1,0,0,40,6,1
363,pop,0,0,0,1,0,0,1,0,0,40,4,2
364,pop,0,0,0,0,1,0,0,0,1,37,4,4
365,pop,0,0,1,0,1,0,0,0,0,47,3,5
366,pop,0,0,1,1,0,0,0,0,1,40,6,2
367,pop,0,0,0,0,0,0,0,1,1,42,1,2
368,pop,0,0,1,0,0,0,1,0,0,41,7,0
369,pop,0,0,0,0,1,0,1,0,0,44,6,0
370,pop,0,0,0,1,0,0,0,0,1,129,4,1
371,pop,0,0,0,0,0,1,1,1,0,37,1,5
372,pop,0,0,1,0,1,0,0,0,0,37,4,0
373,pop,0,0,1,1,1,0,0,0,0,36,7,2
374,pop,0,0,1,1,1,0,0,0,1,41,7,2
375,pop,0,0,0,0,1,0,1,0,0,39,6,2
376,pop,0,0,1,1,1,0,0,0,0,38,5,0
377,pop,0,0,0,1,0,1,1,0,0,39,4,2
378,pop,0,0,0,0,0,0,1,0,0,31,8,0
379,pop,0,0,0,0,0,0,1,0,0,37,3,1
380,pop,0,0,0,0,0,0,0,0,0,37,2,3
381,pop,0,0,0,1,1,0,0,0,0,44,5,2
382,pop,0,0,0,1,0,1,0,0,0,34,6,1
383,pop,0,0,1,0,0,0,1,0,0,36,6,2
384,pop,0,0,0,0,0,0,0,0,0,37,1,5
385,pop,0,0,0,0,0,0,1,0,0,42,5,1
386,pop,0,0,0,0,0,0,0,0,0,32,6,0
387,pop,0,0,0,0,0,1,1,1,0,43,4,3
388,pop,1,0,0,0,0,0,1,0,0,40,6,0
389,pop,0,0,1,0,0,0,0,0,0,40,3,6
390,pop,0,0,0,1,0,0,1,0,0,39,3,4
391,pop,0,0,0,0,0,0,1,0,0,34,3,3
392,pop,0,0,1,1,1,0,0,0,0,35,6,1
393,pop,0,1,0,0,1,0,0,0,0,42,3,5
394,pop,0,0,0,0,0,1,1,1,0,45,4,3
395,pop,1,0,0,0,0,0,1,0,0,47,7,2
396,pop,0,0,0,1,0,0,0,0,0,45,4,2
397,pop,0,0,0,0,0,0,0,0,1,42,2,3
398,pop,0,0,0,0,0,0,1,0,0,43,5,3
399,pop,0,0,1,1,1,0,0,0,0,45,5,2
400,pop,0,0,0,0,0,0,0,1,1,37,1,4
